,SUM_RAIN_FALL(mm),SUM_SNOW_FALL(cm),TEMP(deg C)_MEAN,RH(%)_MEAN,WD_SPD(m/s)_MEAN,VIS(10m)_MEAN,DP_TEMP(deg C)_MEAN,SOL_RAD(MJ/m2)_MEAN,RAIN_FALL(mm)_MEAN,SNOW_FALL(cm)_MEAN,SUM_RBC,SEASONS_Spring,SEASONS_Summer,SEASONS_Autumn,HOLIDAY_Holiday,DAY_TYPE_WKEND
167,-0.321659674,-0.234259772,0.971900699,0.002163037,0.202552799,1.182208637,0.873618021,0.289663395,-0.321659674,-0.234259772,33676,0,1,0,0,0
168,-0.321659674,-0.234259772,0.945988866,-0.441411821,-0.24607613,1.17563537,0.701922943,1.79470298,-0.321659674,-0.234259772,31076,0,1,0,0,1
169,-0.321659674,-0.234259772,0.880489511,-0.519037421,-0.334442434,1.160781495,0.620440534,1.357206703,-0.321659674,-0.234259772,30080,0,1,0,0,1
170,1.471124922,-0.234259772,0.909640323,1.91507961,-1.734708484,0.088229244,1.31465773,-1.008416873,1.471124922,-0.234259772,20641,0,1,0,0,0
171,-0.029811019,-0.234259772,1.192871051,1.704381553,-0.674312834,-0.830491492,1.509633496,-0.63903379,-0.029811019,-0.234259772,24135,0,1,0,0,0
172,-0.321659674,-0.234259772,1.240016192,1.161002352,0.209350207,0.346208621,1.422007571,0.259536406,-0.321659674,-0.234259772,30088,0,1,0,0,0
173,-0.321659674,-0.234259772,1.304435887,0.783963723,0.168565759,0.412624226,1.369949365,1.033669038,-0.321659674,-0.234259772,25814,0,1,0,0,1
174,-0.321659674,-0.234259772,1.374613768,0.395835723,-0.014964257,0.613151545,1.300753986,1.709561489,-0.321659674,-0.234259772,26823,0,1,0,0,0
175,-0.321659674,-0.234259772,1.332147153,0.454054923,-0.531567266,-0.859601674,1.286850241,1.509151518,-0.321659674,-0.234259772,27896,0,1,0,0,0
176,-0.321659674,-0.234259772,1.360218305,0.390291037,-0.008166849,-0.188872365,1.283293469,1.857576696,-0.321659674,-0.234259772,27820,0,1,0,0,0
177,-0.321659674,-0.234259772,1.433275278,0.33484418,-0.48398541,-0.177603907,1.331794904,1.586433794,-0.321659674,-0.234259772,26699,0,1,0,0,0
178,-0.321659674,-0.234259772,1.530444651,-0.208535021,-0.41601133,0.334684063,1.217654862,1.703012143,-0.321659674,-0.234259772,21283,0,1,0,0,1
179,-0.321659674,-0.234259772,1.509931117,0.45128258,1.18817696,0.138595833,1.460162033,0.097112639,-0.321659674,-0.234259772,25918,0,1,0,0,0
180,-0.321659674,-0.234259772,1.484379171,0.700793437,-0.470390594,-0.680842965,1.509633496,-0.184509216,-0.321659674,-0.234259772,24915,0,1,0,0,0
181,-0.321659674,-0.234259772,1.550598299,0.736833895,-0.021761665,-0.960676321,1.566865189,0.7428781,-0.321659674,-0.234259772,23275,0,1,0,0,0
182,0.303730301,-0.234259772,1.469263935,1.191498124,-0.78986877,-0.833991543,1.631857111,-0.527694917,0.303730301,-0.234259772,16880,0,1,0,0,1
183,-0.321659674,-0.234259772,1.590545708,-0.313884049,-0.783071362,1.047755454,1.242228922,1.141078304,-0.321659674,-0.234259772,18190,0,1,0,0,1
184,-0.321659674,-0.234259772,1.702830317,-0.582801307,-0.558756898,1.169488939,1.257749381,1.425319896,-0.321659674,-0.234259772,22897,0,1,0,0,0
185,-0.321659674,-0.234259772,1.807917195,-0.330518106,-0.307252802,0.566285007,1.444641574,0.649877395,-0.321659674,-0.234259772,20693,0,1,0,0,0
186,-0.321659674,-0.234259772,1.762211601,-0.150315821,0.107389087,0.177950066,1.467922263,0.978654536,-0.321659674,-0.234259772,20794,0,1,0,0,0
187,-0.154889014,-0.234259772,1.470343595,0.986344752,1.514452545,-0.029577355,1.568481903,0.917090689,-0.154889014,-0.234259772,17415,0,1,0,0,1
188,0.220344971,-0.234259772,1.54735932,0.886540409,-0.198494273,-0.267836933,1.609223108,0.55556682,0.220344971,-0.234259772,19171,0,1,0,0,0
189,-0.321659674,-0.234259772,1.529364992,0.271080294,-0.490782818,0.939851439,1.415864056,0.262156144,-0.321659674,-0.234259772,23806,0,1,0,0,0
190,-0.154889014,-0.234259772,1.395487189,1.183181095,-0.103330561,0.280134486,1.56815856,-0.328594816,-0.154889014,-0.234259772,21644,0,1,0,0,0
191,-0.321659674,-0.234259772,1.53476329,0.21840578,-0.674312834,0.703128469,1.371889423,1.078204587,-0.321659674,-0.234259772,23833,0,1,0,0,0
192,-0.321659674,-0.234259772,1.578309565,-0.219624392,-0.191696865,1.155318,1.28555687,1.015330871,-0.321659674,-0.234259772,20009,0,1,0,0,1
193,0.095266976,-0.234259772,1.544480227,0.08256098,-0.361632066,0.868143074,1.358955707,0.604031977,0.095266976,-0.234259772,17498,0,1,0,0,1
194,-0.238274344,-0.234259772,1.508131684,0.731289209,-0.490782818,-0.125103141,1.523213898,-0.174030263,-0.238274344,-0.234259772,22827,0,1,0,0,0
195,-0.321659674,-0.234259772,1.614298221,0.021569437,-0.545162082,1.085829181,1.397756854,0.622370144,-0.321659674,-0.234259772,23836,0,1,0,0,0
196,-0.321659674,-0.234259772,1.49805486,-0.347152164,-0.157709825,1.174269497,1.166243341,1.475094922,-0.321659674,-0.234259772,25329,0,1,0,0,0
197,-0.321659674,-0.234259772,1.186393093,-0.921027136,-0.524769858,1.146269088,0.700306229,1.264205998,-0.321659674,-0.234259772,26398,0,1,0,0,1
198,-0.321659674,-0.234259772,1.300117248,-0.519037421,-0.817058402,1.145415417,0.937316571,0.808371555,-0.321659674,-0.234259772,24547,0,1,0,0,1
199,-0.321659674,-0.234259772,1.394407529,-0.172494563,0.406475039,0.73488503,1.160746512,0.190113344,-0.321659674,-0.234259772,26827,0,1,0,0,0
200,-0.321659674,-0.234259772,1.503453159,-0.108730678,-0.946209154,1.105975816,1.226061777,1.133219089,-0.321659674,-0.234259772,26072,0,1,0,0,0
201,0.345422966,-0.234259772,1.021205159,1.743194353,1.147392512,0.70722609,1.377709595,-1.038543862,0.345422966,-0.234259772,11658,0,1,0,0,0
202,-0.321659674,-0.234259772,1.071589278,0.692476409,1.351314753,0.771678251,1.148459482,0.33943842,-0.321659674,-0.234259772,27302,0,1,0,0,1
203,1.304354262,-0.234259772,0.830465278,2.170135153,-1.408432899,-0.453510376,1.302694043,-0.756922008,1.304354262,-0.234259772,14435,0,1,0,0,0
204,3.263909519,-0.234259772,1.053954836,1.87626681,1.15418992,0.44958818,1.431384515,-1.423645375,3.263909519,-0.234259772,9184,0,1,0,0,0
205,0.470500961,-0.234259772,1.091742926,1.551902695,0.182160575,-0.610841943,1.38611651,-0.63903379,0.470500961,-0.234259772,20959,0,1,0,0,0
206,-0.313321141,-0.234259772,1.101099977,0.584355037,-0.205291681,0.381123766,1.123885422,1.120120398,-0.313321141,-0.234259772,27817,0,1,0,0,0
207,-0.321659674,-0.234259772,-1.318417414,-0.832312164,-0.307252802,0.917399891,-1.362298101,-1.001867528,-0.321659674,-0.234259772,9539,0,0,0,0,0
208,0.011881646,-0.234259772,-0.685376943,1.540813324,-0.184899457,-1.981666843,-0.164959359,-1.389588778,0.011881646,-0.234259772,7222,0,0,0,0,1
209,-0.313321141,-0.234259772,-1.132715946,-0.391509649,2.812757475,-0.123225064,-1.081313125,-0.894458262,-0.313321141,-0.234259772,8729,0,0,0,0,0
210,-0.321659674,-0.234259772,-1.491522853,-1.461633993,-1.007385827,1.099146448,-1.663330337,-1.671210633,-0.321659674,-0.234259772,8307,0,0,0,0,0
211,-0.213258745,0.700470162,-1.102485474,0.825548866,-1.680329219,-0.48373033,-0.713672253,-0.979599753,-0.213258745,0.700470162,6669,0,0,0,0,0
212,-0.321659674,0.896111311,-1.012153946,0.609306123,-0.055748705,-0.970237436,-0.700091851,-1.017585957,-0.321659674,0.896111311,8549,0,0,0,0,0
213,-0.321659674,-0.234259772,-1.436820095,-1.106774107,0.202552799,0.92038774,-1.503598947,-0.881359572,-0.321659674,-0.234259772,8032,0,0,0,0,0
214,0.020220179,3.298149862,-1.003516668,0.753467952,0.454056895,-0.778417561,-0.624106271,-1.511406604,0.020220179,3.298149862,3453,0,0,0,0,1
215,-0.321659674,-0.234259772,-1.647713623,-1.26479765,3.071058979,1.164110812,-1.706658285,-0.865641142,-0.321659674,-0.234259772,5848,0,0,0,0,0
216,-0.321659674,-0.234259772,-1.924106507,-1.037465536,0.501638752,1.114171058,-1.858306103,-0.893148393,-0.321659674,-0.234259772,5496,0,0,0,0,0
217,-0.321659674,-0.234259772,-1.850689647,-1.145586907,0.100591679,1.088219459,-1.853779302,-0.891838524,-0.321659674,-0.234259772,6019,0,0,0,0,0
218,-0.321659674,-0.234259772,-1.699897175,-1.054099593,-1.367648451,0.397855717,-1.689197769,-1.299207811,-0.321659674,-0.234259772,6398,0,0,0,0,0
219,-0.321659674,-0.234259772,-1.56314028,-0.801816393,2.003865922,0.188279485,-1.554040438,-0.945543157,-0.321659674,-0.234259772,4632,0,0,0,0,1
220,-0.321659674,-0.234259772,-1.712133319,-1.38123605,0.290919103,1.160952229,-1.806894582,-0.931134597,-0.321659674,-0.234259772,3776,0,0,0,0,1
221,-0.038149552,6.254505001,-1.276670573,1.238627952,-0.885032482,-1.625686034,-0.741803085,-1.566421106,-0.038149552,6.254505001,2620,0,0,0,0,0
222,-0.321659674,5.80887794,-1.411628035,-0.543988507,0.725953216,0.488088743,-1.321556896,-0.918035906,-0.321659674,5.80887794,4334,0,0,0,0,0
223,-0.304982608,5.015444391,-1.47712739,0.473461323,-1.000588419,-0.037431128,-1.08745664,-1.34374336,-0.304982608,5.015444391,4568,0,0,0,0,0
224,-0.321659674,3.993762836,-1.179501199,0.978027723,-0.830653218,-1.419012283,-0.736306256,-0.978289884,-0.321659674,3.993762836,5734,0,0,0,0,0
225,-0.321659674,0.602649587,-0.868199319,0.578810352,-1.184118435,-1.27072963,-0.53130686,-1.337194015,-0.321659674,0.602649587,7184,0,0,0,1,0
226,-0.321659674,-0.234259772,-0.577051086,1.144368295,-0.92581693,-2.221633763,-0.154289044,-1.354222313,-0.321659674,-0.234259772,6624,0,0,0,0,1
227,-0.321659674,-0.234259772,-1.287107283,-0.998652736,1.589224033,1.011986639,-1.336754012,-0.897078001,-0.321659674,-0.234259772,3966,0,0,0,1,0
228,-0.321659674,-0.234259772,-1.388595295,-0.984791021,1.854322945,1.10085379,-1.503598947,-0.903627346,-0.321659674,-0.234259772,5605,0,0,0,0,0
229,-0.321659674,-0.234259772,-1.710693773,-1.813721536,0.372487999,1.175037801,-1.985056518,-0.918035906,-0.321659674,-0.234259772,5351,0,0,0,0,0
230,-0.321659674,-0.234259772,-1.329214011,-0.887759021,-0.606338754,0.311037376,-1.342897527,-1.287418989,-0.321659674,-0.234259772,6594,0,0,0,0,0
231,-0.321659674,-0.234259772,-0.916784005,0.440193209,-0.898627298,-1.842603836,-0.601795611,-1.276940037,-0.321659674,-0.234259772,7663,0,0,0,0,0
232,-0.221597278,1.320000467,-1.098886608,0.046520522,0.970659904,-0.620146957,-0.957472796,-0.915416168,-0.221597278,1.320000467,3423,0,0,0,1,1
233,-0.321659674,-0.234259772,-1.493322286,-1.145586907,0.651181728,1.069865533,-1.543370123,-0.924585251,-0.321659674,-0.234259772,6512,0,0,0,0,0
234,-0.321659674,-0.234259772,-1.521033552,-0.948750564,-0.572351714,0.824349752,-1.504568975,-1.164291295,-0.321659674,-0.234259772,6453,0,0,0,0,0
235,-0.321659674,-0.234259772,-1.358004937,-0.654882221,-0.110127969,0.023008779,-1.268852004,-1.003177397,-0.321659674,-0.234259772,6967,0,0,0,0,0
236,-0.321659674,-0.234259772,-1.210811331,-1.018059136,-1.490001795,0.059204429,-1.27952232,-1.292658466,-0.321659674,-0.234259772,4714,0,0,0,0,1
237,-0.246612877,0.2548431,-0.983722907,-0.602207707,0.039415007,-0.561414391,-0.978490084,-1.470800662,-0.246612877,0.2548431,5711,0,0,0,0,0
238,-0.321659674,0.939587122,-1.440778847,0.013252408,2.037852962,0.149522822,-1.156005334,-1.050332684,-0.321659674,0.939587122,5500,0,0,0,0,0
239,-0.25495141,0.874373405,-1.713932752,-0.277843592,1.969878882,0.896655686,-1.491635259,-0.886599048,-0.25495141,0.874373405,4161,0,0,0,0,0
240,-0.321659674,-0.234259772,-2.036391116,-0.56616725,1.487262913,0.830069347,-1.810451354,-0.893148393,-0.321659674,-0.234259772,4017,0,0,0,0,0
241,-0.321659674,-0.234259772,-2.030273044,-1.47826805,0.066604639,1.145159315,-2.10922019,-0.852542452,-0.321659674,-0.234259772,4111,0,0,0,0,0
242,-0.288305542,0.004857188,-1.500160131,0.359795266,-1.435622531,-0.697062714,-1.133047988,-1.417096029,-0.288305542,0.004857188,3503,0,0,0,0,1
243,-0.304982608,-0.234259772,-0.699772405,0.368112294,-0.402416514,-1.605027196,-0.459524737,-1.17215051,-0.304982608,-0.234259772,6334,0,0,0,0,0
244,-0.321659674,-0.234259772,-0.713448095,0.33484418,-0.810260994,-2.198072443,-0.456937994,-1.237643964,-0.321659674,-0.234259772,6292,0,0,0,0,0
245,-0.321659674,-0.234259772,-0.906347295,0.27662498,0.243337247,-1.714211717,-0.668080905,-1.385659171,-0.321659674,-0.234259772,6383,0,0,0,0,0
246,-0.321659674,-0.234259772,-0.91102582,0.00493538,-0.259670946,-1.292839709,-0.706558709,-1.193108415,-0.321659674,-0.234259772,5576,0,0,0,0,1
247,-0.321659674,-0.234259772,-1.072614889,-1.384008393,-0.966601378,-0.096761263,-1.356477929,-1.01365635,-0.321659674,-0.234259772,4973,0,0,0,0,1
248,-0.046488085,0.439615296,-1.06829625,-0.344379821,-0.51797245,-0.263227109,-1.037015148,-1.533674378,-0.046488085,0.439615296,4503,0,0,0,0,0
249,-0.321659674,2.298206211,-2.049347032,-0.921027136,3.179817507,1.001998688,-1.94625537,-0.785739128,-0.321659674,2.298206211,3981,0,0,0,0,0
250,-0.321659674,1.906923914,-2.322860823,-1.835900279,2.724391171,1.153696026,-2.464574032,-0.771330568,-0.321659674,1.906923914,3154,0,0,0,0,0
251,-0.321659674,1.309131514,-2.316022978,-1.661242679,1.867917761,1.175037801,-2.388588451,-0.830274677,-0.321659674,1.309131514,3113,0,0,0,0,0
252,-0.321659674,0.885242358,-2.379363014,-1.627974565,1.290138081,0.958802935,-2.42415617,-0.910176692,-0.321659674,0.885242358,2931,0,0,0,0,0
253,-0.321659674,-0.234259772,-1.627559975,-1.575300051,1.466870689,1.035035756,-1.820151641,-0.948162895,-0.321659674,-0.234259772,2828,0,0,0,0,1
254,-0.321659674,-0.234259772,-1.842772143,-1.472723365,1.623211073,1.071743609,-1.952398885,-0.777879913,-0.321659674,-0.234259772,4088,0,0,0,0,0
255,-0.079842217,1.874317055,-1.617123265,0.018797094,-0.769476546,-0.019162569,-1.346130956,-1.075220197,-0.079842217,1.874317055,3360,0,0,0,0,0
256,-0.321659674,2.124302968,-1.440418961,-0.957067593,-0.191696865,1.025730742,-1.4761148,-0.724175281,-0.321659674,2.124302968,5377,0,0,0,0,0
257,-0.279967009,0.004857188,-1.677944095,-0.629931135,3.376942339,0.524028292,-1.562447353,0.004111933,-0.279967009,0.004857188,3290,0,0,0,0,1
258,-0.321659674,-0.234259772,-1.928785032,-1.156676279,2.18059853,0.83058155,-1.91489111,0.004111933,-0.321659674,-0.234259772,2487,0,0,0,0,1
259,-0.321659674,-0.234259772,-1.825497587,-1.223212507,-0.178102049,0.835959677,-1.890963735,-0.029944663,-0.321659674,-0.234259772,4697,0,0,0,0,0
260,-0.321659674,-0.234259772,-1.502679337,-0.907165421,-0.85784285,0.452576029,-1.514592605,-0.074480212,-0.321659674,-0.234259772,5613,0,0,0,0,0
261,-0.321659674,-0.234259772,-1.623601223,-1.18717205,1.589224033,1.108024627,-1.690814483,-0.17795987,-0.321659674,-0.234259772,2850,0,0,0,0,1
262,-0.321659674,-0.234259772,-1.145311976,-2.038281308,1.072621024,1.146866657,-1.66365368,0.102352115,-0.321659674,-0.234259772,3484,0,0,0,1,0
263,-0.321659674,-0.234259772,-1.356205504,-2.096500508,1.623211073,1.127573693,-1.86250956,0.285733788,-0.321659674,-0.234259772,3118,0,0,0,1,1
264,-0.321659674,-0.234259772,-1.165105737,-2.121451594,-0.715097282,1.15267162,-1.710215057,-0.314186256,-0.321659674,-0.234259772,4562,0,0,0,0,1
265,-0.321659674,-0.234259772,-0.957091301,-0.790727021,-0.368429474,-0.314874205,-0.9891604,-0.463511332,-0.321659674,-0.234259772,7604,0,0,0,0,0
266,-0.321659674,-0.234259772,-1.011794059,-0.89607605,1.18817696,-0.317605952,-1.228434142,-0.007676888,-0.321659674,-0.234259772,7955,0,0,0,0,0
267,-0.321659674,-0.234259772,-1.185619271,-1.888574794,0.997849536,1.125098047,-1.663977023,0.217620595,-0.321659674,-0.234259772,7491,0,0,0,0,0
268,0.020220179,4.624162093,-0.765271761,1.499228181,0.311311327,-2.403636421,-0.255172027,-0.548652823,0.020220179,4.624162093,5797,0,0,0,0,0
269,-0.321659674,-0.234259772,-0.867839432,-0.380420278,0.957065088,-0.942407761,-0.889570788,-0.069240736,-0.321659674,-0.234259772,6356,0,0,0,0,1
270,-0.321659674,-0.234259772,-0.940896405,-1.270342336,0.114186495,0.55706536,-1.177669308,0.334198944,-0.321659674,-0.234259772,6500,0,0,0,0,1
271,-0.321659674,-0.234259772,-0.871078411,-0.826767478,-0.58594653,-0.201506696,-0.9914238,0.359086457,-0.321659674,-0.234259772,9247,0,0,0,0,0
272,-0.321659674,-0.234259772,-0.760233349,-0.757458907,-1.347256227,-1.12850804,-0.803238235,-1.409236815,-0.321659674,-0.234259772,8862,0,0,0,0,0
273,1.596202917,-0.234259772,-0.687536262,0.778419038,0.617194688,-1.604173525,-0.356701696,-1.55987176,1.596202917,-0.234259772,3820,0,0,0,0,0
